id,name,country,countryCode,headquartersCity,usState,foundedYear,companyType,website,linkedin,segments,fundingStage,employeeRange,description,notableAchievements,activeProducts
reditus-space,Reditus Space,United States,US,"Atlanta, GA",GA,2024,commercial_private,https://www.reditus.space,https://www.linkedin.com/company/reditus-space,in_space_services; manufacturing_materials; transportation_logistics,Seed,11-50,"Reditus Space offers Microgravity-as-a-Service (MaaS) through its ENOS platform — reusable satellites that ferry customer payloads to LEO, perform in-space operations in microgravity, and return finished products to Earth. The company removes the ISS bottleneck for pharmaceutical and advanced materials manufacturing in space.",Y Combinator Winter 2025 batch; $7.6M seed funding; ENOS platform development,ENOS platform; MaaS (Microgravity-as-a-Service)
reflect-orbital,Reflect Orbital,United States,US,"Hawthorne, CA",CA,2021,commercial_private,https://www.reflectorbital.com,,satellite_manufacturer; satellite_operator,Series A,11-50,"Reflect Orbital builds satellites with large deployable mirrors to redirect sunlight onto Earth's surface after dark, extending effective solar energy production hours and providing responsive illumination for disaster response, agriculture, and remote sites. The technology uses natural sunlight with no active emissions.",Series A funded 2025; Novel solar illumination satellite concept,Reflector satellite constellation (development)
lux-aeterna,Lux Aeterna,United States,US,"Denver, CO",CO,2024,commercial_private,https://www.luxaeterna.com,,satellite_manufacturer; in_space_services,Seed,1-10,"Lux Aeterna is developing Delphi, the world's first fully reusable satellite platform. By separating the satellite bus (mature infrastructure) from rapidly evolving payloads, operators can swap mission payloads between flights, dramatically reducing the cost and timeline of satellite operations.",Founded by SpaceX/Amazon Kuiper/Loft Orbital veterans; Delphi reusable satellite platform in development,Delphi satellite platform
the-exploration-company,The Exploration Company,Germany,DE,Munich,,2021,commercial_private,https://www.exploration.space,https://www.linkedin.com/company/the-exploration-company,transportation_logistics; in_space_services,Series C,201-500,"The Exploration Company (TEC) builds Nyx, a reusable cargo spacecraft for resupplying the ISS, future commercial space stations, and lunar Gateway. With ~€230M raised and 300+ employees across Munich and Bordeaux, TEC is Europe's leading commercial cargo vehicle developer, competing alongside US providers for NASA and ESA resupply contracts.",~€230M total funding raised; Nyx Earth demonstrator mission; Selected for ESA cargo program; 300+ employees,Nyx cargo spacecraft
reorbit,ReOrbit,Finland,FI,Helsinki,,2019,commercial_private,https://www.reorbit.space,,satellite_manufacturer; in_space_services; data_analytics,Series A,51-100,"ReOrbit manufactures software-defined satellites and connected spacecraft systems, with a focus on sovereign national security applications. The Helsinki-based company takes a hardware-agnostic approach that allows rapid reconfiguration of satellite missions through software updates, enabling faster response to emerging defense and intelligence requirements.",Series A funded 2025; Software-defined satellite platform; Defense & national security focus,Software-defined satellite bus
fleet-space,Fleet Space Technologies,Australia,AU,"Adelaide, SA",,2015,commercial_private,https://www.fleetspace.com,https://www.linkedin.com/company/fleet-space-technologies,satellite_operator; data_analytics,Series D,201-500,"Fleet Space Technologies operates a proprietary satellite IoT network to power ExoSphere, an AI-driven mineral exploration platform delivering 3D subsurface imaging in real-time with minimal environmental footprint. Clients include major mining companies globally. Fleet raised A$150M in a December 2024 Series D, reaching an ~A$800M valuation — a record for an Australian space startup.",A$150M Series D (Dec 2024) — record Australian space raise; ~A$800M valuation; ExoSphere mineral exploration platform deployed globally,ExoSphere; Centauri satellite IoT constellation
heo,HEO,Australia,AU,Sydney,,2016,commercial_private,https://www.heo-robotics.com,https://www.linkedin.com/company/heo-robotics,in_space_services; data_analytics; satellite_operator,Series A,11-50,"HEO (formerly HEO Robotics) provides space-based space situational awareness through hosted imaging payloads on third-party satellites. The company's sensors image other spacecraft from orbit, giving operators and defence agencies visibility on the health, configuration, and activity of satellites without dedicated inspection vehicles.",US DoD and Australian Space Agency contracts; Space-based SSA through hosted payloads; Series A funded,Hosted imaging payload network
neo-space-group,Neo Space Group,Saudi Arabia,SA,Riyadh,,2024,state_owned,https://www.neospacegroup.com,,satellite_manufacturer; satellite_operator; government_agency,Government / PIF,201-500,"Neo Space Group (NSG) is Saudi Arabia's national satellite and space industries champion, established in 2024 and backed by the Public Investment Fund (PIF). NSG is consolidating Saudi Arabia's satellite assets — including stakes in Arabsat and operational ground infrastructure — into a single national entity to accelerate the Kingdom's Vision 2030 space economy goals.",Backed by Saudi PIF; Consolidating Saudi satellite assets including Arabsat stake; Part of Vision 2030 space economy program,Satellite operations; Ground infrastructure
innovian-space,Innovian Space,United States,US,"Houston, TX",TX,2023,commercial_private,https://innovian.space,https://www.linkedin.com/company/innovian-space,in_space_services; data_analytics,Bootstrapped,1-10,"Innovian Space is a platform-agnostic space strategy consultancy headquartered in Houston that helps organizations identify and execute economically sustainable uses of space. The firm serves both established space companies and non-space organizations entering the industry, guiding strategy, mission planning, and commercial model development without selling launch access or hardware.",Houston Space Center Blvd HQ; Platform-agnostic advisory model; Serving established and new-entrant space organizations,Space strategy consulting; Mission planning services
interlune,Interlune,United States,US,"Seattle, WA",WA,2020,commercial_private,https://www.interlune.space,https://www.linkedin.com/company/interlune,lander; manufacturing_materials; in_space_services,Seed,11-50,"Interlune is developing the technology and systems to extract helium-3 and other natural resources from the Moon for terrestrial markets. Helium-3 — essential for quantum computing, medical imaging, and nuclear fusion research — is vanishingly rare on Earth but abundant in lunar regolith after 4 billion years of solar wind bombardment, commanding ~$20M per kilogram. Founded by Rob Meyerson (ex-Blue Origin President), Gary Lai (ex-Blue Origin Chief Architect), and Apollo 17 astronaut Harrison Schmitt.",Founded by ex-Blue Origin President Rob Meyerson; Apollo 17 astronaut Harrison Schmitt as co-founder; Helium-3 valued at ~$20M/kg; First company targeting commercial lunar resource extraction,Lunar helium-3 extraction (development); Resource prospecting systems
cowboy-space,Cowboy Space Corporation (formerly Aetherflux),United States,US,"San Carlos, CA",CA,2024,commercial_private,https://www.cowboyspace.com,,space_solar_power; orbital_data_center; launch_provider,Series B,11-50,"Formerly known as Aetherflux, the company develops space-based solar power via low-Earth orbit satellite constellations beaming energy via infrared lasers, shifting scope to include orbital data centers and launch systems.",Raised $275M Series B at a $2B valuation in May 2026; backed by Baiju Bhatt.,Galactic Brain orbital data center; Space solar laser beaming constellation
leap-space,LEAP,United States,US,"Broomfield, CO",CO,2022,commercial_private,https://leapspace.one,,transportation_logistics; launch_provider,Early Stage,11-50,A dual-use space logistics company focused on point-to-point rocket-powered cargo and payload delivery anywhere on Earth or in orbit within minutes.,Successfully launched and recovered its Bullfrog suborbital vehicle in May 2026.,Bullfrog launch vehicle; Bighorn orbital logistics vehicle
axelspace,Axelspace,Japan,JP,Tokyo,,2008,commercial_private,https://www.axelspace.com,,satellite_manufacturer; satellite_operator,Public-bound,101-250,"Japanese pioneer in microsatellites and commercial Earth observation networks, operating the AxelGlobe constellation.",Filed for an IPO on the Tokyo Stock Exchange in mid-2026.,AxelGlobe; GRUS satellites
iqps,iQPS (Institute for Q-shu Pioneers of Space),Japan,JP,Fukuoka,,2005,publicly_traded,https://i-qps.net,,satellite_operator; satellite_manufacturer,Public,51-100,"A leading Japanese space startup developing high-resolution, lightweight Synthetic Aperture Radar (SAR) small satellite constellations.",Successfully went public on the Tokyo Stock Exchange; launched multiple QPS-SAR satellites.,QPS-SAR constellation
solestial,Solestial (York Space Systems),United States,US,"Tempe, AZ",AZ,2013,commercial_private,https://www.solestial.com,,component_manufacturer,Acquired,11-50,"Developer of ultra-thin, radiation-hardened silicon solar cells and blankets designed to power long-endurance space missions.",Acquired by York Space Systems in May 2026 to enhance end-to-end mission hardware solutions.,Radiation-hardened silicon solar cells
